bc4c6439e9100e06702974474c82424d6034be566c97ad4e12d763fae90f3d1e
04e8b587fc6a98d661528d1ccf1e017488bd97dc6829a1b2473d7fd0a92bd500,Lawrence of Arabia
229d0263028ec78469fbfd1f82d875b9d39fa25c415da1d6dfaaf263ed9a88f8,Rashomon
2e45a23c2cf453e43725236b60f192c7be3832e91830cc1ff5803e102d9bf740,Modern Times
50075616bd1042e879301d196811e339a75002bb16a0ca9a7117e358293a3ce9,Spirited Away
550bb5d9e51c4763697a259174547bb2aad073229578fa366f757050d9b2914c,Taxi Driver
76a41893b43028208e3f972abb0600dc745ebd77998601d78fa772626dbef6e0,Star Wars: Episode V - The Empire Strikes Back
7baa788ccb84921b2f24c2e6a8e464da2d25cc5be8de3fdc7302e8a9cc51702f,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
7d7bde2b4de41bfc00566677c7c6b2dc32232f9a26b282e6cc145e136084002e,Citizen Kane
82aba494c180292607533eac65d3fdc719c35342e140739501bab492e661b693,Raiders of the Lost Ark
86086423970cd6189e26b721047b915796ff7911001a0cd6ca9d624cbba92fc8,Singin' in the Rain
8c05ffbfb538c7e868c9a9bc77d23c8a264e8869dc0a9ce74f231d6d5d8f972b,Psycho
a1b3821379ba00289c4720fc51eba03ffb92b58adb3be46abc94e091c3690d8c,Sunset Blvd.
adb8cc889e291b26cd22e114947706013d25f34aac598f4e4a2c047b290de632,Casablanca
b7123f0d5a76079033bb417de6d9bc4efbc077dd9f1d58531c37990756028f06,The Dark Knight
beae21b41f92bd412db46c0b3e1562212889f2fca24144d0a28c675242018aee,Schindler's List
c4064921f1ca8285436c7db53d7928c0cbdcc936d190d4550eda54b5892bd2f3,12 Angry Men
d91e795811791c422fade129e66bf67e2d70c16826b9d82e6477898b98497bd2,Seven Samurai
e1981605187f330578f05ee7009371f7403a9839773e501aeb2993304f44077e,The Godfather
e58e4f51a3400bd598bd57baabf2eafe8b71e2fbbe973659fdf4032063a7640b,The Godfather: Part II
fb2eca1e68c4cb64caf4c0b80a3512b3172905d6764e7a20ad647db19198dc13,Double Indemnity
