46e035a7ef72c29d60e621bbfa76c873491af5320892b86a5f2ad2ef0ef36746
12cb45bf6fd2de4673637f5b9aca340b6a1dcb88f01b3ff76ea8e47b486c2ed7,Raiders of the Lost Ark
16c7385fe27eeea39a549a9b4fde719ba56b783a0268bbe10ba73b6dd5492de6,Modern Times
1a49095622ecfbb4252c13b3993a9cc6898e80509bdf5e03bc04e4ad27062bbc,The Shawshank Redemption
35c12cc561d7b6db94498f8d32c3c8e9a1bb6cebc28c7e4d012754e799789561,The Dark Knight
7a10784ffea2fdb9892f8dbb38c69313842be39ec1c24a0a790169999901723f,North by Northwest
89a3133c6b0c8c7444d06e4f6633fad23f7499f8477b3663919de8bd1b97db16,Pulp Fiction
b1781fa4d9ddcf6625a59e77fb7ce5f09388c584626bcd4f1e48e8293b248f51,Once Upon a Time in the West
c635f1d896da50b1e61f1dc49a343007dca72ae1f0a18caca0a6f2871f58147d,Tokyo Story
dbfa47ce2ccb1845d254e37997865f78d19c0630dedf68d62d53365b16f0e7d0,12 Angry Men
eadaf08ffcef69b53b356582c081ae03f31b74a014cb96eb02af7817891e693e,Seven Samurai
