9441a1edfec371ac96a612a70c75b2ce9b8a7ec8aee5d4dbe1bbf4475f39d6b7
001769465f7165d5fba23f94892aab07193406faaac4aab12461e49ac71e62b7,Blue Velvet
0403414d711f5d024c015cf74d1831d0b256f88d62c8b891a1c568195ee0b831,The Social Network
0518ce6d6dd89276e7904e275558517e1fc252a964c5a3eef23f84b1edd861b1,Howl's Moving Castle
067139836780082e9a628780777e531f8040d7893c569d180c27fca31d994d7d,Full Metal Jacket
07a63889f593e2c93e2773f65c081662bccede7e917d3b7bdddd1f5f347b247f,Grave of the Fireflies
0b1be08d58d264de9d9d8cb513f46397591c0ed059bd998c47d8a607f7155634,Anatomy of a Murder
0d0ede409d98dbda36a29f402425d053c2ab4dcf4fcb8d52d728418f653d0014,Seven Samurai
0ecdcddc196e68badf11cf218f425ea228737b0e4c6585b6ad7a32b5642a1da5,Laura
0f5c4138e355804eeca7044dd6556e96b3a64704fb58b9742384a51b16a2d341,The Big Sleep
117d1ced13cc66e2825395864302b34f902e1ecff2bb521e1ab517ba14c9d3e8,Persepolis
1458816e2b8505086147e846e2e6bde931247b8cb49796d2dfdac6f8f1623ecb,Amores perros
1584dcdfd5cd95a53efb8fea05ca3e09121157704701b8e3dde846ca60fc6c4d,Citizen Kane
16781f853e24b56778894666bd09e3a55c834cf0f799ba3b3bcc5e1ef445b13e,Harakiri
1a4b92be368853d4bc280f2b8c40d10d2864d429f89654ca0e3fd3d6cad5c877,Die Hard
1a6617bea35aadaccee4c99a3b1ece4e4b457a33870153b3c298ed62eef55823,City of God
1b47ff2edb5515174ef315083d4b8d7509737f0c92e174026961ff2ae5679599,Indiana Jones and the Last Crusade
1c645206779a0aba1bdc5b798712af2b715558ff2d7b38007100e4178c1a0301,Blade Runner
271c6fc9f65d890403dc001765ed95e35e5eb8abe7d9db7d33a9d60051d70011,The Wild Bunch
2b21f939750da9e19a4956ec3711a8816b61315a199e2786e4b0d7de2f53ef0e,Notorious
2f75b2eaccb2a1a303892db2feaee39ca1c016349529940fd9fb5249a4e386f5,The Hunt
2f89090d7dc44d8120c4ccae400a2a54b61a6c705528ea883afedea0b1c4353a,Throne of Blood
36c65f22269f73d38ebdc16a012eae5bc2f584c9ac4dea9b60b4d7c2b941c367,Gone with the Wind
37a01b6b577d69a92284ccd56b809be6eeedb333214335dd81c5a426c1ee0e27,In the Mood for Love
3cf73cc224e9236b79b287dfdea3493c42da6695af5c9e5dcf4c7b117438d2d9,The Mirror
3d14d43bbbf3913f5b363afbaad2c12e96abb067a84d88de3323add2bcfee4b0,Double Indemnity
3d1c4ad4f03956bd4534c84504b12ea50f88a8c5d5fdb8de41037e07c38ca19e,Heat
3d5e576dfde83cf5881de43445bd0e76d0b7b0cfa2a5ddf8d84020690272a805,Roman Holiday
3d9d32ad46c1262cf395c40e7ed212323e6a002a1c7446bf8056613fbaef26d8,Before Sunrise
3ecbf83a3972320c438f2bf487f1bf2373e07a869ce35554f68505372afcaca7,North by Northwest
4027ea87f2e601c9f8f667522b55118304f784e718e7fa0c3ee492fac954f10f,Persona
43df68c53f6ba1acfb7a18e7b6a1d44129ec98b5cce7cd884352ad1afad42f99,Metropolis
44865a8e65d12331aef3ecd9863614dc183fed8fd8905b1707b65b9ddeddf082,The Treasure of the Sierra Madre
4712c6caa5614f1088956237e983fef6f9a022fc7255526233b9f87b82684656,The Conversation
4821e9f22c97bd4c3c90a1c12216d870c5d803ae732c3364755bed3bca746fb0,American Beauty
49c81e71ba9df95e6cf37c014b8cb70d2f27d1cdd6c6d28ea8c97f5ba2790ce8,The Secret in Their Eyes
4b82cf3ddf1aa7e8311e2c4f815c3fb478875ee74944af440dbe3a1a88ea0097,Los Olvidados
50e78677cf4c6ffe313907186e6c9c2e0565a8d2e5ffee5067ed56f13e5d6e9d,La Dolce Vita
52e5e76fadc9df8f11e704eebdd79eb733abe650588879f3bda857589220913b,Le Samoura
546be4253a59a84cb344dcf6fd3d340ef801a5819ea7fe1234df9922abb42c7a,A Streetcar Named Desire
56b96f97b0c35539c8be85658a8d90bb99163d904121f02111070f0fdef4ec85,The Bridge on the River Kwai
5c9e1c22d06a5dbb8f8d406275b258b69ad73990221399379b6b6c37af168b27,The Lives of Others
5f5c40153383a466901f35e6642fe100e4d8d26e377131bad9aea88503666b1c,The Killing
636910ad277b73196c7a1aea7f96ebeb58eb376d698c9df0827e93c4761ed4f3,Memento
636cb8559c5b6cfd8f29bef75dac86f13a25c85f44558b2bfc8f8b4ce99a6a9e,A Clockwork Orange
64eae5cde30f34de110a877d81da3aa4247bc29b9455fbf7210623018ee29942,The Good, the Bad and the Ugly
69a837d9b2931e5a8857b45e075e756b50b288441aa4f643503f1bb4369e6ef0,La Grande Illusion
6a88b4566651f96a0fccd3fcbd7e0079cd6afaf9c0107ed748845038eda49372,12 Angry Men
6aeccc175e332129c20ecebf0542f989d195ce3f41ac6a197b08aac18e25acc8,Boyhood
6b8ee8c5a0623c2e10528135a77ab3be180a6b70de3881bdd4edb5849d3c0038,The Straight Story
723b43b0fa9f46f1a3456964250c3ae6c58efca026a01c5f330472d81a3a8674,Ikiru
737161e2ce824568ef6b20321d7bf36205c4081b3520338524689485f3c15a5c,Vertigo
738632965d677608f21ff6c3379b2edc25dd310a424f731349fc67f57b30268c,Princess Mononoke
7a85bcd8837851cb342cf46bc5e7081ea8c855ffb4e3725b0efe486542a323a1,Repulsion
7aa5f2f7ea95e33c3692af433327c6ed94446fdc0f074d66442f7188a48c4174,Stalker
7d2bd2d4d446b4690eddaa0ab43ac3babeb3dca7354d9a9b0a790e21c3316438,The Sting
7f087b177a4863e4f6652ad31814ffa56055f4f591d50e3ed3e83f1b4dff68ba,Wild Strawberries
7f493567e33927e58779b78e9502fbddc589aa9f986d72fa4b11f78c15b74eaf,Life of Brian
8269e7fe181d52d5c598a7222d07bfcfd225003ca3e58dd100ba832ec4ec4632,M
8612105dea82a09680f043fcd3cee34f679954aeb0d91ddf629e310c322d9398,Reservoir Dogs
8864384ab51c85e7ea6b0f5789317dd9b3582883d94b92dca4ae04885db3fc88,Rope
8b8f6c553d68f87e360eec183bfa13fbe22b9d3fb56a5e55b01fcb3274fd4a3d,Modern Times
8e4b97ff554b825a25858057f985e29cbee25f818b68c8b439f349d253c5f73c,Schindler's List
911e7bac6b22b44a4a18afa078332fb080e5b6fc02eff7e5c2fe6d15f533308a,City Lights
93717d6f48292c35df5eed539d96b33b17923f286c93db9e99cd3f4525bb04b8,The Maltese Falcon
962c550f3ee9e940c47545dd97a6ffecfb4a1669f15a8726b9233a9463bf0071,The French Connection
9637472766fe0f3df9ff65e8dbab3e3aedaf2e5651ff3cf328f27173641f5631,To Be or Not to Be
9b8caa47830aa0e86318a8c6f138e6021a73ab0f77071ec0e47e91ffe56e8c8a,Hannah and Her Sisters
9db22f5c606b49646a1300f36031491458848ae3640bf0abbec1a71290835920,Fight Club
a1dae6372d9f2999c92986957a5a423d3bac3bb381e7824f3621c64d7585e752,Se7en
a5348c43c4bdc134aba1a80b82b701a207966be9b7ae454d8a7031c63efb818e,High Noon
a5cfc926c11b6dc47da993bb610d2648619db6815c334e85ae4531b446783e2f,Cinema Paradiso
a63ac11aa1964716b71a3831e29b669afa2f7e556672f97d6517e4dc31a9d62b,The Deer Hunter
a775285869609f15a303a781ad2fe06b4a938603cba1063867d9b58954575b5a,Harold and Maude
a89cc344bf9c9a7588694f6995779f27a3324250446536c2b0255b04ad2e7779,Frankenstein
a8bb4ac4f83599f42da889b0768401a7b23df2b68c9ff0f17a0c417cdc36e8bc,A Man Escaped
ab157f0a3bc1112e125e2acc3a8b7695ab5f3932d44f7753e44a7842dc020e58,La Haine
ac00139d8e337877dc8748ff204bb309f9a0816fed731c63a6fd546824bfc43e,Amelie
ae2ac6e8448a2fda72428275ac8c6e772990a91f86cd7d8048efd4442ccc9e0c,Amadeus
b0bbd3bd9b49760eb0679153918e56fca4369c7da64bb3777030fdaf7dae3638,Goodfellas
b592f028625d024aa74b3ac9a029c3ebc13094b53865c8237254b3802a7cbcdc,The Adventures of Robin Hood
bb2795cb6ad4ddc895dbcba32d616a7ec10dd9d3494c436704069762644359a0,The Big Lebowski
bbf43b4a08f80aec3b1faa515df436b76d08b2baaca4b0f23f319fd47ee74a84,Finding Nemo
c18e812d2c0775c6a7018ff5124f959956c8df598120c5ebaf69bfb728402ec2,Bicycle Thieves
c3cc3d5f92323366c7754eaecda4feeb09cedd918282fade0147da8f51837733,A Hard Day's Night
c7da6b49e41524577ace8bc8b82b31be2853f8ec5113d85a911d6ba14da4da0a,The Departed
ca711723df2b478b677f792e9f63b71fb05a79f1bb5541ebb96757daf125adb1,Psycho
d5aa46c56f52d416f85f90394050998d0bd05834f47b3ad50bb8a6386100c1cf,Sullivan's Travels
dd43f1990c8440611da4e22dc08731788a1cd2b5ab0a80164ab4d0c4a4c08385,Wings of Desire
e063cb66ed745402819602571c4ab06ecff53d7a595fbbd0096e507d216b5929,Ugetsu monogatari
e0d39d47d98549c503f877c431c61b8c7e645818ef392104c27313e7eae320d1,Chungking Express
e5eeded8cf50a3290ed77a39f091b228a5edd7c6f5270f9df452b25187e3ff6a,Being There
e717b39e52cbe7b56a19920728f9e1192857f81892804f12bdaa19b820856142,Viridiana
e71a8894acda57f596e1c166f6eebfe136dbcaba02559a2e672a21f132e67c44,Rear Window
ebca3128c45324a53f8eaa643b85df28e6bf9c5f0c8cc080d0083ae06aae5251,On the Waterfront
edd6dde0de726b1fad379c9f5f51f3047d8b3048d9027d0483e6f239e583f634,A Separation
f0b02c973e6a98554435e0105780c20585d2c449202b29ed8a01902aac5720b4,Rebecca
f35e2ee6aac31c19fdcf23dceec0b5cc6616247f8c3f629dc6cea724aa0e3f31,Do the Right Thing
f748730ac1842eeb3fcc9274b153310b76e2cead0ecc24cc42cf760784311145,Rififi
f952f8215e05b2082c563af930d86412e8c8b03b4ce437c7a93e8602c75379ff,Three Colors: Red
ff546fcb5959f94bccd8a5e919b3751eb998b6778e043d802a2157385f41da2f,The Wizard of Oz
